PSA_ID,Sub_Category,Title,PSAs Description,Source,Date,Format,Topic,Original_Language,URL,Translation_Swahili,Translation_Luo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,Civic Education,KNCHR mural on freedom of expression unveiled in Kisumu,Painted by civic clubs and local artists,KNCHR,02/01/2024,Human Rights,Image,English,https://www.knchr.org/,,,Paint na vilabu vya raia na wasanii wa ndani,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Civic Education,EACC campus clubs clean-up drives promote civic virtue,Event includes civic talks and games,EACC,04/01/2024,Governance,Text,English,https://www.eacc.go.ke/,,,Tukio ni pamoja na mazungumzo ya raia na michezo,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,Civic Education,NCIC trains local influencers on peaceful messaging,Social media training for content creators,NCIC,06/01/2024,Peace & Security,Digital,English,https://www.ncic.or.ke/,,,Mafunzo ya media ya kijamii kwa waundaji wa bidhaa,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,Civic Education,IEBC airs youth drama on civic duties,Series follows group of student voters,IEBC,08/01/2024,Voter Education,Audio,English,https://www.iebc.or.ke/,,,Mfululizo unafuata kikundi cha wapiga kura wa wanafunzi,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,Civic Education,Treasury launches animated videos on taxation,Part of civic education on fiscal responsibility,Treasury,10/01/2024,Finance,Video,English,https://www.treasury.go.ke/,,,Sehemu ya elimu ya raia juu ya uwajibikaji wa kifedha,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,Civic Education,NGEC surveys civic participation in rural women groups,Data informs county awareness programs,NGEC,12/01/2024,Gender Equality,Text,English,https://www.ngeckenya.org/,,,Takwimu zinaarifu mipango ya uhamasishaji wa kaunti,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,Civic Education,Youth Agenda begins “My Voice Counts” school tour,Student talks on youth and civic power,Youth Agenda,14/01/2024,Youth Empowerment,Text,English,https://www.youthagenda.org/,,,Mazungumzo ya wanafunzi juu ya ujana na nguvu za raia,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,Civic Education,EACC hosts ethics-themed scavenger hunt in town centers,Participants solve civic puzzles,EACC,16/01/2024,Governance,Game,English,https://www.eacc.go.ke/,,,Washiriki hutatua puzzles za raia,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,Civic Education,Katiba Institute guides community paralegals on civic forums,Workshops for informal legal advocates,Katiba Institute,18/01/2024,Governance,Text,English,https://katibainstitute.org/,,,Warsha za watetezi rasmi wa kisheria,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,Civic Education,KNCHR includes civic feedback hotline on human rights cards,New number added to printed materials,KNCHR,20/01/2024,Human Rights,Text,English,https://www.knchr.org/,,,Nambari mpya iliyoongezwa kwa vifaa vya kuchapishwa,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,Civic Education,NCIC and radio hosts partner on civic trivia call-ins,Listeners win airtime by answering civic questions,NCIC,22/01/2024,Peace & Security,Audio,English,https://www.ncic.or.ke/,,,Wasikilizaji wanashinda wakati wa hewa kwa kujibu maswali ya raia,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,Civic Education,Treasury develops budget game for secondary schools,Simulates real-life county fiscal choices,Treasury,24/01/2024,Finance,Game,English,https://www.treasury.go.ke/,,,Simulia uchaguzi wa kweli wa kaunti ya maisha,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,Civic Education,NGEC youth committee produces civic web series,Stories highlight gender-inclusive civic action,NGEC,26/01/2024,Gender Equality,Video,English,https://www.ngeckenya.org/,,,Hadithi zinaonyesha hatua ya pamoja ya jinsia,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,Civic Education,EACC pilot ethics comic released in 5 counties,Comic translated into 3 languages,EACC,28/01/2024,Governance,Text,English,https://www.eacc.go.ke/,,,Jumuia iliyotafsiriwa katika lugha 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,Civic Education,IEBC releases voting board game for family use,Game teaches civic concepts through play,IEBC,30/01/2024,Voter Education,Game,English,https://www.iebc.or.ke/,,,Mchezo hufundisha dhana za raia kupitia kucheza,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,Civic Education,KNCHR makes civic mobile van tour to 10 sub-counties,Focus on access to justice and human rights,KNCHR,01/02/2024,Human Rights,Text,English,https://www.knchr.org/,,,Zingatia upatikanaji wa haki na haki za binadamu,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,Civic Education,Youth Agenda podcast covers civic music influence,Highlights youth musicians promoting civic action,Youth Agenda,03/02/2024,Youth Empowerment,Audio,English,https://www.youthagenda.org/,,,Inaonyesha wanamuziki wa vijana wanaokuza hatua za raia,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,Civic Education,NCIC civic booklet translated into Somali,Used in Mandera civic awareness events,NCIC,05/02/2024,Peace & Security,Text,English,https://www.ncic.or.ke/,,,Inatumika katika hafla za uhamasishaji za Mandera Civic,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,Civic Education,Katiba Institute hosts civic exhibition at public library,Interactive panels and legal handouts,Katiba Institute,07/02/2024,Governance,Text,English,https://katibainstitute.org/,,,Paneli zinazoingiliana na mikoba ya kisheria,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,Civic Education,EACC launches ethics SMS quiz for youth,Participants earn civic merit points,EACC,09/02/2024,Governance,Text,English,https://www.eacc.go.ke/,,,Washiriki hupata alama za sifa za raia,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,Civic Education,KNCHR debuts animated civic mini-series on YouTube,Short clips explain rights in simple terms,KNCHR,11/02/2024,Human Rights,Video,English,https://www.knchr.org/,,,Sehemu fupi zinaelezea haki kwa maneno rahisi,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,Civic Education,IEBC teaches civic duty through school clubs,Clubs host mock elections and debates,IEBC,13/02/2024,Voter Education,Text,English,https://www.iebc.or.ke/,,,Vilabu vinasimamia uchaguzi na mijadala,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,Civic Education,NGEC hosts civic poetry contest for girls,Winning entries published in civic digest,NGEC,15/02/2024,Gender Equality,Text,English,https://www.ngeckenya.org/,,,Viingilio vya kushinda vilivyochapishwa katika Civic Digest,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,Civic Education,Youth Agenda murals on youth voting rights unveiled,Collaborations with urban artists,Youth Agenda,17/02/2024,Youth Empowerment,Image,English,https://www.youthagenda.org/,,,Ushirikiano na wasanii wa mijini,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,Civic Education,Treasury board game teaches youth about tax allocation,Game piloted in Kisii and Eldoret,Treasury,19/02/2024,Finance,Game,English,https://www.treasury.go.ke/,,,Mchezo uliyopigwa marubani huko Kisii na Eldoret,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,Civic Education,NCIC partners with matatu SACCOs for peace messaging,Matatus feature civic messages on windows,NCIC,21/02/2024,Peace & Security,Image,English,https://www.ncic.or.ke/,,,Matatus huonyesha ujumbe wa raia kwenye Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,Civic Education,EACC video series on integrity in leadership launched,Includes dramatized short stories,EACC,23/02/2024,Governance,Video,English,https://www.eacc.go.ke/,,,Ni pamoja na hadithi fupi zilizochorwa,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,Civic Education,KNCHR trains media on civic reporting ethics,Workshops held in Nairobi and Kisumu,KNCHR,25/02/2024,Human Rights,Text,English,https://www.knchr.org/,,,Warsha zilizofanyika jijini Nairobi na Kisumu,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,Civic Education,Katiba Institute partners with influencers for civic explainer reels,Videos highlight chapters of the constitution,Katiba Institute,27/02/2024,Governance,Video,English,https://katibainstitute.org/,,,Video zinaonyesha sura za Katiba,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,Civic Education,NGEC’s civic board game on gender rights hits markets,Game distributed to schools and youth groups,NGEC,29/02/2024,Gender Equality,Game,English,https://www.ngeckenya.org/,,,Mchezo uliosambazwa kwa shule na vikundi vya vijana,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,Civic Education,Youth Agenda TikTok challenge on civic actions goes viral,Youth show how they practice civic duties,Youth Agenda,02/03/2024,Youth Empowerment,Video,English,https://www.youthagenda.org/,,,Vijana wanaonyesha jinsi wanavyofanya majukumu ya raia,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,Civic Education,EACC holds civic storytelling night at university halls,Students share personal governance reflections,EACC,04/03/2024,Governance,Audio,English,https://www.eacc.go.ke/,,,Wanafunzi wanashiriki tafakari za utawala wa kibinafsi,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,Civic Education,NCIC uses WhatsApp broadcasts to spread peace tips,Broadcasts customized per region,NCIC,06/03/2024,Peace & Security,Digital,English,https://www.ncic.or.ke/,,,Matangazo yameboreshwa kwa kila mkoa,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,Civic Education,Treasury introduces comic strip on county budgeting,Released in daily newspapers,Treasury,08/03/2024,Finance,Image,English,https://www.treasury.go.ke/,,,Iliyotolewa katika magazeti ya kila siku,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,Civic Education,IEBC civic puzzle app launched for Android,App features logic games based on civic themes,IEBC,10/03/2024,Voter Education,Game,English,https://www.iebc.or.ke/,,,Programu ina michezo ya mantiki kulingana na mada za raia,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,Civic Education,Katiba Institute civic ambassadors hold town-hall clinics,Residents bring questions on constitutional rights,Katiba Institute,12/03/2024,Governance,Text,English,https://katibainstitute.org/,,,Wakazi huleta maswali juu ya haki za kikatiba,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,Civic Education,KNCHR cartoon strip on rights and freedoms appears weekly in Taifa Leo,Focus on relatable civic issues,KNCHR,14/03/2024,Human Rights,Image,English,https://www.knchr.org/,,,Zingatia maswala ya raia yanayowezekana,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,Civic Education,EACC includes civic cartoon inserts in stationery packages,Targeted for primary school learners,EACC,16/03/2024,Governance,Image,English,https://www.eacc.go.ke/,,,Kulengwa kwa wanafunzi wa shule ya msingi,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,Civic Education,NGEC trains community radio staff on civic messaging,Focus on inclusive language and gender balance,NGEC,18/03/2024,Gender Equality,Audio,English,https://www.ngeckenya.org/,,,Zingatia usawa wa lugha na jinsia,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,Civic Education,Youth Agenda video docuseries follows civic mentors in 3 counties,Features real civic action in Turkana,Kilifi,Kisii,Youth Agenda,20/03/2024,Youth Empowerment,Video,English,https://www.youthagenda.org/,Inaonyesha hatua halisi ya raia huko Turkana,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,Civic Education,IEBC print civic zine for high schools released,Magazine contains games,interviews and tips,IEBC,22/03/2024,Voter Education,Text,English,https://www.iebc.or.ke/,,Jarida lina michezo,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,Civic Education,Treasury hotline set up for civic budget feedback,SMS and call support in 3 languages,Treasury,24/03/2024,Finance,Text,English,https://www.treasury.go.ke/,,,SMS na msaada wa simu katika lugha 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,Civic Education,KNCHR civic-themed street theatre tours towns,Focus on land rights and fair trials,KNCHR,26/03/2024,Human Rights,Audio,English,https://www.knchr.org/,,,Zingatia haki za ardhi na majaribio ya haki,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,Civic Education,NCIC trains youth on community mediation through civic games,Gamified simulations held in Nyeri,NCIC,28/03/2024,Peace & Security,Game,English,https://www.ncic.or.ke/,,,Simu zilizoainishwa zilizofanyika Nyeri,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,Civic Education,EACC installs “Ask About Ethics” booths at university campuses,Students engage civic mentors,EACC,30/03/2024,Governance,Text,English,https://www.eacc.go.ke/,,,Wanafunzi hushirikisha washauri wa raia,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,Civic Education,Katiba Institute creates braille edition of civic charter,Distributed via disability councils,Katiba Institute,01/04/2024,Governance,Text,English,https://katibainstitute.org/,,,Kusambazwa kupitia halmashauri za ulemavu,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,Civic Education,NGEC comic for young boys on gender equity debuts,Launched in Marsabit and Isiolo,NGEC,03/04/2024,Gender Equality,Text,English,https://www.ngeckenya.org/,,,Ilizinduliwa huko Marsabit na Isiolo,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,Civic Education,Youth Agenda civic memes campaign gains 1M views in a week,Focus on youth registration and duties,Youth Agenda,05/04/2024,Youth Empowerment,Image,English,https://www.youthagenda.org/,,,Zingatia usajili wa vijana na majukumu,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,Civic Education,KNCHR prints civic posters in braille for visually impaired learners,Posted in schools for the blind,KNCHR,07/04/2024,Human Rights,Text,English,https://www.knchr.org/,,,Iliyotumwa shuleni kwa vipofu,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,Civic Education,EACC partners with universities to create civic skits,Clubs to perform for civic week,EACC,09/04/2024,Governance,Audio,English,https://www.eacc.go.ke/,,,Vilabu vya kufanya kwa Wiki ya Civic,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,Civic Education,NCIC peace caravan tours post-election hotspots,Includes civic dialogues and music,NCIC,11/04/2024,Peace & Security,Audio,English,https://www.ncic.or.ke/,,,Ni pamoja na mazungumzo ya raia na muziki,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,Civic Education,Treasury board game redesigned for rural settings,Low-text version tested in Taita Taveta,Treasury,13/04/2024,Finance,Game,English,https://www.treasury.go.ke/,,,Toleo la maandishi ya chini iliyojaribiwa katika Taita Taveta,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,Civic Education,Katiba Institute launches civic call-in sessions on vernacular radio,Listeners ask about rights in local languages,Katiba Institute,15/04/2024,Governance,Audio,English,https://katibainstitute.org/,,,Wasikilizaji huuliza juu ya haki katika lugha za kawaida,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,Civic Education,NGEC civic puzzles in gender week newspaper inserts,Youth solve to win training slots,NGEC,17/04/2024,Gender Equality,Game,English,https://www.ngeckenya.org/,,,Vijana kutatua kushinda nafasi za mafunzo,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,Civic Education,IEBC civic “text and learn” chatbot goes live,WhatsApp-based learning for youth,IEBC,19/04/2024,Voter Education,Digital,English,https://www.iebc.or.ke/,,,Kujifunza kwa msingi wa WhatsApp kwa vijana,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,Civic Education,KNCHR pop-up civic museum visits Garissa and Wajir,Showcases stories of rights defenders,KNCHR,21/04/2024,Human Rights,Image,English,https://www.knchr.org/,,,Inaonyesha hadithi za watetezi wa haki,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,Civic Education,EACC launches civic comic for youth in prisons,Used in rehabilitation education,EACC,23/04/2024,Governance,Text,English,https://www.eacc.go.ke/,,,Inatumika katika elimu ya ukarabati,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,Civic Education,Youth Agenda civic mural painted on Thika flyover,Street art blends youth themes and voting,Youth Agenda,25/04/2024,Youth Empowerment,Image,English,https://www.youthagenda.org/,,,Sanaa ya mitaani inachanganya mada za vijana na kupiga kura,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,Civic Education,KNCHR pilots civic podcast in Sheng’,Focus on rights-based storytelling,KNCHR,27/04/2024,Human Rights,Audio,English,https://www.knchr.org/,,,Zingatia hadithi za msingi wa haki,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,Civic Education,IEBC civic quiz night held in gaming cafes,Youth compete using civic trivia,IEBC,29/04/2024,Voter Education,Game,English,https://www.iebc.or.ke/,,,Vijana wanashindana kwa kutumia trivia ya raia,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,Civic Education,Katiba Institute trains boda boda riders on civic duty,Workshops held at traffic stages,Katiba Institute,01/05/2024,Governance,Text,English,https://katibainstitute.org/,,,Warsha zilizofanyika katika hatua za trafiki,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,Civic Education,NCIC digital comic on ethnic cohesion released,Shared through Facebook groups,NCIC,03/05/2024,Peace & Security,Image,English,https://www.ncic.or.ke/,,,Ilishirikiwa kupitia vikundi vya Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,Civic Education,Treasury civic drama skits aired on rural radio,Skits explore budget accountability,Treasury,05/05/2024,Finance,Audio,English,https://www.treasury.go.ke/,,,Skits Chunguza uwajibikaji wa bajeti,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,Civic Education,NGEC creates civic coloring books for early learners,Promotes awareness of gender roles,NGEC,07/05/2024,Gender Equality,Image,English,https://www.ngeckenya.org/,,,Inakuza ufahamu wa majukumu ya kijinsia,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,Civic Education,Youth Agenda sponsors TikTok duet challenge on rights,Videos show how youth practice civic actions,Youth Agenda,09/05/2024,Youth Empowerment,Video,English,https://www.youthagenda.org/,,,Video zinaonyesha jinsi vijana wanavyofanya vitendo vya raia,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,Civic Education,EACC mobile comic van tours rural schools,Displays civic comics and ethics games,EACC,11/05/2024,Governance,Image,English,https://www.eacc.go.ke/,,,Inaonyesha Jumuia za Jumuia za Jumuiya na Maadili,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,Civic Education,KNCHR civic phone quiz for boda riders launched,SMS-based quizzes with civic themes,KNCHR,13/05/2024,Human Rights,Text,English,https://www.knchr.org/,,,Quizzes ya msingi wa SMS na mada za raia,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,Civic Education,IEBC civic drone banner flies over event parks,Used during Nairobi festivals,IEBC,15/05/2024,Voter Education,Image,English,https://www.iebc.or.ke/,,,Kutumika wakati wa sherehe za Nairobi,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,Civic Education,Katiba Institute designs civic role-play for teachers,Manuals distributed in TSC workshops,Katiba Institute,17/05/2024,Governance,Text,English,https://katibainstitute.org/,,,Miongozo iliyosambazwa katika Warsha za TSC,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,Civic Education,Treasury hosts civic hackathon for open budget tools,Youth create visual civic tools,Treasury,19/05/2024,Finance,Digital,English,https://www.treasury.go.ke/,,,Vijana huunda zana za kuona za raia,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,Civic Education,NGEC “Her Constitution” photo exhibit opens at gallery,Focus on women and the law,NGEC,21/05/2024,Gender Equality,Image,English,https://www.ngeckenya.org/,,,Zingatia wanawake na sheria,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,Civic Education,NCIC launches civic soccer league in Rift Valley,Half-time used for civic talks,NCIC,23/05/2024,Peace & Security,Audio,English,https://www.ncic.or.ke/,,,Nusu ya wakati inayotumika kwa mazungumzo ya raia,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,Civic Education,Youth Agenda hosts civic dance battles in Kisumu,Winners featured in civic media,Youth Agenda,25/05/2024,Youth Empowerment,Video,English,https://www.youthagenda.org/,,,Wshindi walioonyeshwa kwenye Media ya Civic,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,Civic Education,KNCHR comic digest in sign language distributed,Distributed via deaf associations,KNCHR,27/05/2024,Human Rights,Video,English,https://www.knchr.org/,,,Kusambazwa kupitia vyama vya viziwi,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,Civic Education,EACC printed “My Civic Journey” journal for teens,Guided daily reflections on civic action,EACC,29/05/2024,Governance,Text,English,https://www.eacc.go.ke/,,,Kuongozwa tafakari za kila siku juu ya hatua za raia,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,Civic Education,Katiba Institute online quiz platform launches,Users score points for correct civic answers,Katiba Institute,31/05/2024,Governance,Game,English,https://katibainstitute.org/,,,Watumiaji alama alama kwa majibu sahihi ya raia,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,Civic Education,NGEC hosts gender justice scavenger hunt,Youth complete civic clues on rights,NGEC,02/06/2024,Gender Equality,Game,English,https://www.ngeckenya.org/,,,Vijana hukamilisha dalili za raia juu ya haki,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,Civic Education,IEBC builds 3D printed civic demo booths for schools,Interactive learning spaces,IEBC,04/06/2024,Voter Education,Image,English,https://www.iebc.or.ke/,,,Nafasi za kujifunza zinazoingiliana,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,Civic Education,KNCHR livestreams civic cases with public commentary,Legal experts explain impact,KNCHR,06/06/2024,Human Rights,Video,English,https://www.knchr.org/,,,Wataalam wa kisheria wanaelezea athari,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,Civic Education,Treasury creates civic investing comic series for youth,Features stories on county spending,Treasury,08/06/2024,Finance,Text,English,https://www.treasury.go.ke/,,,Inaonyesha hadithi juu ya matumizi ya kaunti,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,Civic Education,Youth Agenda’s “Know Your Right” comic released in Sheng’,Distributed through kiosks and WhatsApp,Youth Agenda,10/06/2024,Youth Empowerment,Image,English,https://www.youthagenda.org/,,,Kusambazwa kupitia vibanda na whatsapp,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,Civic Education,EACC uses civic comedy skits on TikTok to reach youth,Focus on daily acts of integrity,EACC,12/06/2024,Governance,Video,English,https://www.eacc.go.ke/,,,Zingatia vitendo vya kila siku vya uadilifu,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,Civic Education,NCIC civic fellowship opens for rural peace agents,Participants trained on conflict resolution,NCIC,14/06/2024,Peace & Security,Text,English,https://www.ncic.or.ke/,,,Washiriki waliofunzwa juu ya utatuzi wa migogoro,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,Civic Education,Katiba Institute hosts “Your Rights in Music” civic challenge,Songs submitted via Instagram,Katiba Institute,16/06/2024,Governance,Audio,English,https://katibainstitute.org/,,,Nyimbo zilizowasilishwa kupitia Instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,Civic Education,NGEC showcases civic drama on girls’ education on KTN,Live performance shared nationally,NGEC,18/06/2024,Gender Equality,Audio,English,https://www.ngeckenya.org/,,,Utendaji wa moja kwa moja umeshirikiwa kitaifa,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,Civic Education,KNCHR launches civic graffiti walk in CBD,Artists depict stories of civic justice,KNCHR,20/06/2024,Human Rights,Image,English,https://www.knchr.org/,,,Wasanii wanaonyesha hadithi za haki za raia,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Educational Resources,Digital Teaching Resources for ECDE,KICD publishes new digital teaching aids specifically designed for Early Childhood Development Education.,Kenya Institute of Curriculum Development (KICD),15/09/2025,Education,Text,English,https://www.kicd.ac.ke/news/100014-digital-teaching-resources-ecde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Educational Resources,Online STEM Mentorship Program,"Ministry of Education, in partnership with industry leaders, launches online STEM mentorship for high school students.","Ministry of Education, Kenya",25/09/2025,Education,Text,English,https://www.education.go.ke/news/100015-online-stem-mentorship-program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Educational Resources,Digital Literacy Certification for Youth,Ministry of ICT rolls out certification exams to validate digital literacy competencies among youth nationwide.,"Ministry of ICT, Kenya",10/10/2025,Education,Text,English,https://www.ict.go.ke/news/100016-digital-literacy-certification-youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Educational Resources,Mobile App for Inclusive Education Reporting,Ministry of Education launches mobile application to improve reporting and monitoring of inclusive education programs.,"Ministry of Education, Kenya",20/10/2025,Education,Text,English,https://www.education.go.ke/news/100017-mobile-app-inclusive-education-reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Educational Resources,Interactive Digital Literacy Workshops,Teachers Service Commission organizes interactive digital literacy workshops for teachers in underserved areas.,Teachers Service Commission,05/11/2025,Education,Text,English,https://www.tsc.go.ke/news/100018-interactive-digital-literacy-workshops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Educational Resources,Online Literature Resources for Secondary Schools,Ministry of Education curates digital literature libraries available for all secondary school students.,"Ministry of Education, Kenya",15/11/2025,Education,Text,English,https://www.education.go.ke/news/100019-online-literature-resources-secondary-schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Educational Resources,Digital Competency Framework Update,"Ministry of ICT updates the national digital competency framework for learners, teachers, and administrators.","Ministry of ICT, Kenya",30/11/2025,Education,Text,English,https://www.ict.go.ke/news/100020-digital-competency-framework-update,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Educational Resources,Mathematics curriculum requirement,"We will have the STEM pathways taking pure maths, and the other two pathways having a form of maths, so that we have maths in all three pathways in senior school",Official directive,24/04/2025,Text,Education,English,https://www.kenyans.co.ke/news/111384-education-cs-julius-ogamba-reinstates-mathematics-compulsory-subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Educational Resources,CBC education reform implementation,I will lead the team that will ensure that the recommendations are implemented for the benefit of children and society,Presidential directive,01/08/2023,Text,Education,English,https://www.the-star.co.ke/news/2023-08-01-ruto-directs-moe-to-implement-cbc-reforms-immediately/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Educational Resources,Curriculum rationalization,The Kenya Institute of Curriculum Development (KICD) has reduced the number of subjects under the Competence-Based Curriculum in line with the recommendations by the Presidential Working Party on Education Reform (PWPER),Official statement,20/12/2023,Text,Education,English,https://www.the-star.co.ke/news/2023-12-31-cbc-subjects-slashed-as-kicd-implements-reform-proposals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Educational Resources,OMR answer sheets implementation,Learners sitting for Kenya Primary School Education Assessment (KPSEA) and Kenya Junior School Education Assessment (KJSEA) will now be required to shade their answers using Optical Mark Recognition (OMR) sheets,Official circular,24/06/2025,Text,Education,English,https://www.the-star.co.ke/news/2025-06-24-knec-issues-new-rules-for-kpsea-kjsea-exams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Educational Resources,Digital literacy program,"[Digital Learning Initiative] Government rollout of 1.2 million digital devices including laptops for teachers and tablets for students to all 22,000 public primary schools",Program announcement,15/05/2020,Text,Education,English,https://www.itu.int/hub/2020/05/bringing-the-digital-revolution-to-all-primary-schools-in-kenya/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Educational Resources,Teacher digital training,"[Training Achievement] Over 91,000 teachers trained to deliver digital learning content as part of Digital Literacy Programme implementation",Program update,15/01/2020,Text,Education,English,https://www.itu.int/hub/2020/05/bringing-the-digital-revolution-to-all-primary-schools-in-kenya/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Educational Resources,Remote learning platform,[Kenya Education Cloud] Digital learning platform providing free educational content during COVID-19 pandemic for remote learning continuity,Digital platform launch,20/03/2020,Text,Education,English,https://edtechhub.org/2021/04/15/helping-improve-the-kenya-education-cloud-with-a-swot-analysis/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Educational Resources,Curriculum transition,"[CBC Implementation] Official implementation of Grades 4, 5, and 6 under Competency-Based Curriculum starting January 2020",Implementation directive,07/11/2019,Text,Education,English,https://kicd.ac.ke/curriculum-reform/curriculum-development-policy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Educational Resources,Reduction of CBC Subjects in Primary School,KICD: CBC Subjects to be Dropped and Replaced in 2024. The Kenya Institute of Curriculum Development (KICD) plans to lower the number of learning areas for learners within the Competency-Based Curriculum (CBC) beginning in January 2024.,KICD,08/01/2023,Text,Education,English,https://kicd.ac.ke/in_the_press/kicd-cbc-subjects-to-be-dropped-and-replaced-in-2024/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
