English,Swahili Translations,Swahili Confidences,Luo Translations,Luo Confidences
Government aims to enhance internet connectivity in schools to facilitate digital learning.,Serikali inakusudia kuboresha uhusiano wa mtandao katika shule ili kuwezesha kujifunza kwa njia ya digital.,0.636063923,Sirkal dwaro ni oti gi intanet e tiego skul mondo okony ji opuonjre e yo ma nyiso rieko.,0.385959456
Teachers Service Commission (TSC) to enhance teacher resource centres for continuous professional development.,Tume ya Huduma ya Walimu (TSC) ili kuongeza vituo vya rasilimali za walimu kwa ajili ya maendeleo ya kitaaluma ya kuendelea.,0.695235525,Komiti mar Tij Jopuonj (TSC) mondo omed konyo jopuonj obed gi chenro mar timo dongruok e weche mag tiegruok.,0.49012023
KICD develops specialized digital content and learning materials for learners with special needs.,KICD huendeleza maudhui ya digital na vifaa vya kujifunza kwa wanafunzi wenye mahitaji maalum.,0.661267804,KICD loso gik ma yudore e digital kod gik ma konyo e puonjruok ne jopuonjre ma nigi dwaro makende.,0.441126529
Universities encouraged to develop and utilize Open Educational Resources (OER) for wider access to learning materials.,Vyuo vikuu vilihimizwa kuendeleza na kutumia rasilimali za elimu wazi (OER) kwa upatikanaji mpana wa vifaa vya kujifunza.,0.702839437,Ne ojiw yunivasiti mondo oti gi yore mag somo ma yudore e piny mangima.,0.437753423
Government allocates funds for upgrading infrastructure in Technical and Vocational Education and Training (TVET) institutions.,Serikali hutoa fedha kwa ajili ya kuboresha miundombinu katika taasisi za elimu na mafunzo ya kiufundi na kitaaluma (TVET).,0.789798403,Sirkal chiwo pesa mondo okony e loso chenro mag tiegruok mag tiegruok kod tiegruok mag teknoloji (TVET).,0.51833906
Universities encouraged to develop and utilize Open Educational Resources (OER) for wider access to learning materials.,Vyuo vikuu vilihimizwa kuendeleza na kutumia rasilimali za elimu wazi (OER) kwa upatikanaji mpana wa vifaa vya kujifunza.,0.702839437,Ne ojiw yunivasiti mondo oti gi yore mag somo ma yudore e piny mangima.,0.437753423
Government allocates funds for upgrading infrastructure in Technical and Vocational Education and Training (TVET) institutions.,Serikali hutoa fedha kwa ajili ya kuboresha miundombinu katika taasisi za elimu na mafunzo ya kiufundi na kitaaluma (TVET).,0.789798403,Sirkal chiwo pesa mondo okony e loso chenro mag tiegruok mag tiegruok kod tiegruok mag teknoloji (TVET).,0.51833906
Ministry of Education to equip more school laboratories to improve practical teaching and learning of sciences.,Wizara ya Elimu kuandaa maabara zaidi ya shule ili kuboresha mafundisho ya sayansi.,0.588341909,Ofis mar Puonjruok biro chiwo laboratori mamoko mag somo mondo otiek tiegruok mag sayans.,0.454992908
KNEC to conduct training for teachers on new e-assessment tools for continuous assessment.,KNEC kufanya mafunzo kwa walimu juu ya zana mpya za e-utathmini kwa ajili ya tathmini ya kuendelea.,0.682975153,KNEC timo tiegruok ne jopuonj e wi gik manyien ma nyalo konyo e timo nonro.,0.528153269
KICD provides guidelines and resources for continued home learning during the extended school closures.,KICD hutoa miongozo na rasilimali za kuendelea kujifunza nyumbani wakati wa kufungwa kwa shule kwa muda mrefu.,0.802729967,KICD chiwo puonj koda gik ma konyo ji mondo odhi nyime puonjore e ot sama skul ogurore kuom kinde malach.,0.457227252
Government rolls out initiative to provide affordable internet access to all public schools.,Serikali inaanzisha mpango wa kutoa ufikiaji wa mtandao kwa bei rahisi kwa shule zote za umma.,0.602589635,Sirkal chako chenro mar miyo skunde duto mag sirkal thuolo mar tiyo gi Intanet e yo mayot.,0.633341638
KICD develops specialized digital learning content for visually impaired learners to enhance inclusivity.,KICD huendeleza maudhui maalum ya kujifunza digital kwa wanafunzi wenye ulemavu wa kuona ili kuongeza uingiliaji.,0.663680975,KICD loso gik moko mag digital mag puonjruok ne nyithindo ma nigi tuoche mag neno mondo omed konyo ji.,0.36651437
Government procures and distributes modern technical equipment to TVET institutions to boost practical skills.,Serikali inachukua na kusambaza vifaa vya kisasa vya kiufundi kwa taasisi za Elimu ya Televisheni ili kuongeza ujuzi wa vitendo.,0.685139722,Sirkal kawo kendo chiwo gik manyien mag teknoloji ne kuonde tiego ji e televison mondo omi gibed gi lony e weche mag somo.,0.369862208
Ministry of ICT and KICD launch program to enhance digital literacy skills among parents to support home learning.,Wizara ya Habari na Habari (ICT) na KICD yaanza mpango wa kuongeza ujuzi wa kusoma na kuandika digital kati ya wazazi ili kusaidia kujifunza nyumbani.,0.590390944,Ministry of Information and Information (ICT) kod KICD chako chenro mar medo lony e somo kod ndiko e kind jonyuol mondo okony jopuonjre puonjore e ot.,0.576536255
Ministry of Education partners with private sector to provide digital learning devices to more schools.,Wizara ya Elimu inashirikiana na sekta binafsi kutoa vifaa vya kujifunza digital kwa shule zaidi.,0.748801256,Ministry of Education tiyo kanyachiel gi sirkal mondo gichiw gik ma nyalo konyo e puonjo e yor digital e skunde mamoko.,0.388614052
TVETA oversees the development of new training manuals for vocational courses to meet industry demands.,TVETA inaangazia maendeleo ya vitabu vipya vya mafunzo kwa ajili ya kozi za kitaaluma ili kukidhi mahitaji ya sekta.,0.689379593,TVETA chiwo ripot mar loso buge manyien mag tiego ji e tiegruok mag somo mondo omi gikony e chopo dwaro mag tijno.,0.374935378
The government plans to roll out more digital learning devices to primary schools to enhance technology integration.,Serikali inatarajia kuanzisha vifaa zaidi vya kujifunza digital katika shule za msingi ili kuongeza ushirikiano wa teknolojia.,0.592824775,Sirkal dwaro ni mondo oti gi masinde mag digital e puonjo nyithindo e skunde matindo mondo okony e medo tudruok e kindgi gi teknoloji.,0.360098979
National Research Fund (NRF) calls for proposals to enhance research and innovation in Kenyan universities.,Mfuko wa Kitaifa wa Utafiti (NRF) unaomba mapendekezo ya kuongeza utafiti na uvumbuzi katika vyuo vikuu vya Kenya.,0.751262293,Riwruok mar National Research Fund (NRF) kwayo mondo omi josomo mamoko e yunivasiti mag Kenya thuolo mar timo nonro kendo timo gik manyien.,0.521849652
New policy on standardized school infrastructure development to ensure quality learning environments.,Sera mpya ya maendeleo ya miundombinu ya shule ili kuhakikisha mazingira ya elimu yenye ubora.,0.648004216,Chenro manyien mar loso chenro mag skul mondo omi omi ji opuonjre e yo maber.,0.429304013
TSC launches comprehensive digital literacy training program for all teachers to improve ICT integration.,TSC inazindua programu ya mafunzo ya jumla ya uandishi wa dijiti kwa walimu wote ili kuboresha ushirikiano wa ICT.,0.647078468,TSC chako chenro mar tiego jopuonj duto e wi ndiko weche mag digital mondo okony e medo tudruok e kind ICT.,0.463256018
"KICD to ensure all learning materials, including digital, are accessible to learners with various disabilities.","KICD kuhakikisha vifaa vyote vya kujifunza, ikiwa ni pamoja na digital, vinaweza kupatikana kwa wanafunzi wenye ulemavu mbalimbali.",0.711063283,"KICD miyo jopuonjre ma nigi midekre duto thuolo mar puonjore, moriwo nyaka gik ma yudore e Intanet.",0.480953546
Kenya National Library Service (KNLS) partners with donors to establish and stock more school libraries.,Huduma ya Maktaba ya Kitaifa ya Kenya (KNLS) inashirikiana na wafadhili kuanzisha na kuhifadhi maktaba zaidi za shule.,0.800795543,Ofis mar Kenya National Library Service (KNLS) tiyo gi joma chiwo chiwo mondo ochak kendo orit buge mamoko mag skul.,0.566998033
Universities urged to offer training on emerging technologies to prepare students for future job markets.,Vyuo vikuu viliombwa kutoa mafunzo juu ya teknolojia zinazoibuka ili kuwaandalia wanafunzi masoko ya ajira ya baadaye.,0.664822017,Ne okwayo yunivasiti mondo otieg ji e wi teknoloji manyien mondo omi jopuonjre obed gi thuolo mag yudo tich e kinde mabiro.,0.480963638
KICD announces plans to accelerate the development of digital learning content for primary school learners.,KICD inatangaza mipango ya kuharakisha maendeleo ya maudhui ya kujifunza digital kwa wanafunzi wa shule za msingi.,0.748987044,KICD lando chenro mar medo dongruok e weche mag digital e kind jopuonjre mag skul.,0.381757062
Kenya National Library Service (KNLS) launches initiatives to promote a reading culture among students nationwide.,Huduma ya Maktaba ya Kitaifa ya Kenya (KNLS) inazindua mipango ya kukuza utamaduni wa kusoma kati ya wanafunzi kote nchini.,0.803206576,Ofis mar Kenya National Library Service (KNLS) chako chenro mar jiwo kit somo e kind jopuonjre e pinyno duto.,0.632970121
Teachers Service Commission (TSC) announces new STEM teacher training programs to address skill gaps.,Tume ya Huduma ya Walimu (TSC) yatangaza mipango mipya ya mafunzo ya walimu wa STEM ili kutatua mapungufu ya ujuzi.,0.702310623,Kanyakla mar Teacher Services Commission (TSC) lando chenro manyien mag tiego jopuonj mag STEM mondo gitiek yuto mar ng'eyo.,0.522344044
Government to invest in infrastructure for digital learning hubs in communities to broaden access.,Serikali yawekeza katika miundombinu ya kujifunza digital katika jamii ili kupanua upatikanaji.,0.6823355,Sirkal medo keto pesa e chenro mag puonjruok digital e oganda mondo omi ji obed gi thuolo mar puonjore.,0.330865679
Ministry of Energy and Education promote the adoption of green energy solutions in schools.,Wizara ya Nishati na Elimu inasaidia kupitishwa kwa suluhisho za nishati ya kijani katika shule.,0.73445006,Ofis mar Siro Tekogo kod Puonjruok konyo e loso yore mag tiyo gi teko mar lowo e skul.,0.398050859
Kenya National Archives and Documentation Service digitizes educational records for easier access.,Huduma ya Arkibu na Nyaraka ya Kitaifa ya Kenya huhifadhi rekodi za elimu kwa njia ya dijiti ili iwe rahisi kupata rekodi hizo.,0.533280369,"Ofis mar Kenya's National Archives kod Archives of Kenya, tiyo gi kompyuta mondo okony ji yudo weche duto ma yudore e skundno.",0.356378248
KICD endorses various online learning platforms to supplement classroom instruction for students.,KICD inakubaliana na majukwaa mbalimbali ya kujifunza mtandaoni ili kuongeza mafunzo ya darasa kwa wanafunzi.,0.678769586,KICD tiyo gi chenro mopogore opogore mag puonjruok e Intanet mondo okony jopuonjre yudo tiegruok momedore.,0.558830892
National Research Fund (NRF) invites applications for funding academic research in Kenyan universities.,Mfuko wa Kitaifa wa Utafiti (NRF) unaalika maombi ya fedha kwa ajili ya utafiti wa kitaaluma katika vyuo vikuu vya Kenya.,0.745642769,Riwruok mar National Research Fund (NRF) golo kwayo mar yudo pesa mar timo nonro e yunivasiti mag Kenya.,0.630990651
KICD announces increased availability of digital textbooks for CBC learners through various platforms.,KICD inatangaza upatikanaji mkubwa wa vitabu vya kusoma vya dijiti kwa wanafunzi wa CBC kupitia majukwaa mbalimbali.,0.662909174,KICD lando ni jopuonjre mag CBC nyalo yudo buge mag somo e yor digital e yore mopogore opogore.,0.45990279
KICD and NGOs collaborate to develop inclusive learning aids for diverse learners including those with special needs.,"KICD na mashirika yasiyo ya kiserikali hushirikiana kutengeneza misaada ya kujifunza ya pamoja kwa wanafunzi mbalimbali, ikiwa ni pamoja na wale walio na mahitaji maalum.",0.681298751,"KICD kaachiel gi riwruoge mamoko ma ok mag sirkal tiyo kanyachiel mondo gichiw kony ma konyo jopuonjre mopogore opogore, moriwo nyaka jogo ma nigi dwaro makende.",0.529033536
Government announces significant investment in upgrading and expanding school infrastructure nationwide.,Serikali yatangaza uwekezaji mkubwa katika kuboresha na kupanua miundombinu ya shule kote nchini.,0.804505209,Sirkal lando ni gibiro medo tiego skul e piny mangima.,0.377153628
Ministry of Education and Ministry of Labour develop new career guidance tools for students.,Wizara ya Elimu na Wizara ya Kazi huandaa zana mpya za mwongozo wa kazi kwa wanafunzi.,0.744716972,Ofise mag somo kod mag tich chiwo buge manyien ma tayo jopuonjre.,0.395051572
Teachers Service Commission (TSC) launches a program to equip primary school teachers with advanced digital skills.,Tume ya Huduma ya Walimu (TSC) inazindua mpango wa kuwapa walimu wa shule za msingi ujuzi wa juu wa dijiti.,0.745985006,TSC chako chenro mar konyo jopuonj e skul mag sekondar obed gi lony e weche mag digital.,0.443077212
Ministry of Education distributes science kits to primary schools to enhance practical learning.,Wizara ya Elimu hutoa vifaa vya sayansi kwa shule za msingi ili kuongeza kujifunza kwa njia ya vitendo.,0.627920737,Ofis mar Puonjruok chiwo gik ma konyo e puonjo nyithindo e skunde matindo mondo omi gimed puonjore e yo maber.,0.41587261
KICD seeks collaboration with private publishers to develop more digital learning content.,KICD inatafuta ushirikiano na wachapishaji binafsi ili kuendeleza maudhui zaidi ya kujifunza digital.,0.784554361,KICD manyo yore mag tiyo kanyachiel gi jorit mag digital mondo gichop e weche mag puonjruok.,0.316134731
TVETA secures funding for modernization and equipping of workshops in TVET institutions.,TVETA huandaa fedha za kuboresha na kuandaa semina katika taasisi za Elimu ya Televisheni.,0.521825187,TVETA chiwo pesa mondo otigo e loso kendo chano chokruoge mag tiego ji e televison.,0.406878262
Teachers Service Commission (TSC) develops new professional development modules for teachers under CBC.,Tume ya Huduma ya Walimu (TSC) inaendeleza moduli mpya za maendeleo ya kitaaluma kwa walimu chini ya CBC.,0.74814109,Teacher Services Commission (TSC) loso modules manyien mag dongruok mar jopuonj e bwo CBC.,0.543136161
Government announces a phased provision of modern science equipment to all secondary schools.,Serikali yatangaza kutoa vifaa vya kisasa vya kisayansi kwa shule zote za sekondari.,0.709820883,Sirkal lando ni ibiro mi skunde duto mag sekondari gik manyien mag sayans.,0.490988366
KICD is accelerating the development of digital learning content to support the Competency-Based Curriculum (CBC) implementation.,KICD inaharakisha maendeleo ya maudhui ya kujifunza digital kusaidia utekelezaji wa Curriculum-Based-Competence (CBC).,0.678306585,KICD medo timo dongruok e weche mag puonjruok mag digital mondo okony tich mar Curriculum-Based-Competence (CBC).,0.60697396
Government allocates funds for equipping TVET institutions with modern machinery and tools for practical training.,Serikali hutoa fedha za kuwapa taasisi za Elimu ya Televisheni mashine na zana za kisasa za mafunzo ya kitendo.,0.569059238,Sirkal chiwo pesa mondo omi riwruoge mag tiego ji oti gi masinde kod gige tiego ji.,0.507237012
Ministry of Energy and Education promote education on renewable energy technologies in schools and TVETs.,Wizara ya Nishati na Elimu kuhamasisha elimu juu ya teknolojia za nishati mbadala katika shule na katika Elimu ya Elimu ya Televisheni.,0.611588082,Ofis mar Siro Teknoloji mag Siro Teknoloji mag Siro Teknoloji mag Siro Teknoloji mag Siro Teknoloji mag Siro Teknoloji mag Siro Teknoloji mag Siro Teknoloji mag Siro Teknoloji mag Siro Teknoloji mag Siro Teknoloji mag Siro Teknoloji mag Siro Teknoloji mag Siro Teknoloji mag Siro Teknoloji mag Siro Teknoloji mag Siro Teknoloji mag Siro Teknoloji mag Siro Teknoloji mag Siro Teknoloji mag Siro Teknoloji mag Siro Teknoloji mag Siro Teknoloji mag Siro Tekni Tekni mag Siro Tekni mag Siro Tekni mag Siro Tekni mag Siro Tekni mag Siro Tekni mag Siro Tekni mag Siro Tekni mag Siro Tekni mag Siro Tekni mag Siro Tekni mag Siro Tekni mag Siro Tekni mag Siro Tekni mag Siro Tekni mag Siro Tek,0.65932412
Ministry of ICT seeks partnerships to expand digital infrastructure and connectivity to all schools.,Wizara ya ICT inatafuta ushirikiano ili kupanua miundombinu ya dijiti na uhusiano kwa shule zote.,0.73536256,Ministry of ICT dwaro tiyo kanyachiel mondo omed bedo gi chenro mag digital kod tudruok e kind skul duto.,0.405662755
Teachers Service Commission (TSC) to provide specialized training and resources for Special Needs Education (SNE) teachers.,Tume ya Huduma ya Walimu (TSC) kutoa mafunzo maalum na rasilimali kwa walimu wa Elimu ya Mahitaji Maalum (SNE).,0.75310575,TSC chiwo tiegruok kod gik mamoko mag tiego jopuonj ma nigi dwaro makende.,0.413879265
Kenya National Library Service (KNLS) announces expansion of e-library services to more schools nationwide.,Huduma ya Maktaba ya Kitaifa ya Kenya (KNLS) inatangaza kupanua huduma za maktaba ya elektroniki kwa shule zaidi kote nchini.,0.749687419,Kenya National Library Service (KNLS) lando ni ibiro mede chenro mar tiyo gi kompyuta e tiegruok mag skul e pinyno duto.,0.435056447
Ministry of Agriculture and Education promote school agricultural programs for food security and skills development.,Wizara ya Kilimo na Elimu huendeleza mipango ya kilimo ya shule kwa ajili ya usalama wa chakula na maendeleo ya ujuzi.,0.771395576,Ofis mar Puonjruok kod Puonjo e Piny owacho timo chenro mag puodho e skul mondo omi ji obed gi chiemo moromo kendo gibed gi lony.,0.40301733
KICD explores ways to integrate indigenous knowledge and practices into the school curriculum.,KICD inatafuta njia za kuingiza maarifa na mazoea ya wenyeji katika programu ya masomo ya shule.,0.698822356,KICD manyo yore mag keto ng'eyo kod timbe mag jopinyno e program mar somo.,0.546300863
Kenya National Examinations Council (KNEC) funds research on factors influencing learning outcomes in schools.,Baraza la Kitaifa la Mafunzo ya Kenya (KNEC) linafadhili utafiti juu ya sababu zinazoathiri matokeo ya kujifunza katika shule.,0.682568096,Riwruok mar Kenya National Council of Education (KNEC) chiwo pesa mondo otiek nonro ma timore e wi gik ma miyo nyithindo puonjore e skul.,0.539928353
Government to equip community learning centers with resources to support out-of-school youth.,Serikali kuwapa vituo vya elimu vya jamii rasilimali za kusaidia vijana nje ya shule.,0.600175375,Sirkal chiwo ne riwruoge mag tiegruok mag oganda gik ma konyo rowere ma ok dhi e skul.,0.421630676
University of Nairobi to make more course materials available as Open Educational Resources (OER).,Chuo Kikuu cha Nairobi kutoa vifaa zaidi vya kozi kama Open Educational Resources (OER).,0.712637467,Yunivasiti mar Nairobi chiwo gik mamoko mag tiegruok kaka Open Educational Resources (OER).,0.702354427
National Research Fund (NRF) announces new calls for research proposals in the education sector.,Mfuko wa Kitaifa wa Utafiti (NRF) unatangaza wito mpya wa mapendekezo ya utafiti katika sekta ya elimu.,0.727437775,Riwruok mar National Research Fund (NRF) lando chenro manyien mar timo nonro e weche mag somo.,0.631562751
KICD prioritizes the development of inclusive digital learning resources for all learners.,KICD inaweka kipaumbele maendeleo ya rasilimali za kujifunza za dijiti kwa wanafunzi wote.,0.630454023,KICD keto dongruok e yore mag puonjruok mag digital e nyim jopuonjre duto obed motelo.,0.50180897
KICD urges schools to embrace e-learning platforms to ensure continuity of learning during unforeseen emergencies.,KICD inawasihi shule ziingilie majukwaa ya e-learning ili kuhakikisha kuendelea kwa kujifunza wakati wa dharura zisizotarajiwa.,0.606454499,KICD jiwo skul mondo oti gi e-learning mondo omi jopuonjre odhi nyime puonjore e kinde mag chandruok.,0.514802146
Ministry of ICT pushes for universal digital literacy across all levels of education in Kenya.,Wizara ya ICT inasisitiza elimu ya digital kwa kiwango chote nchini Kenya.,0.614803333,Ministry of ICT jiwo somo mar digital e piny Kenya.,0.537395625
KICD commits to increasing the availability of braille and large print textbooks for visually impaired learners.,KICD inajitolea kuongeza upatikanaji wa vitabu vya kusoma vya maandishi ya vipofu na vitabu vya kusoma vya kuchapishwa kwa wingi kwa wanafunzi wenye matatizo ya kuona.,0.558402095,"KICD ochiwore mondo otiek somo buge ma konyo joma muofni, kendo otiek somo buge ma yudore e dhok mamoko ne jopuonjre ma nigi chandruok mar neno.",0.352217402
"Ministry of Education launches nationwide campaigns to inspire students to pursue careers in Science, Technology, Engineering, and Mathematics.","Wizara ya Elimu inazindua kampeni za kitaifa za kuwachochea wanafunzi kufuatilia kazi katika Sayansi, Teknolojia, Uhandisi, na Hisabati.",0.677562858,"Ofis mar Puonjruok chako kampen e piny mangima mar jiwo jopuonjre mondo odhi nyime tiyo ne Nyasaye e weche mag Sayans, Teknoloji, Injinia, kod Kwan.",0.550593805
Ministry of Education explores deployment of mobile science laboratories to enhance practical learning in rural schools.,Wizara ya Elimu inatafuta kutekeleza maabara ya sayansi ya mkononi ili kuongeza ujifunzaji wa vitendo katika shule za vijijini.,0.659278227,Ofis mar Puonjruok dwaro tiyo gi masin mag sayans e siro puonjruok e skul mag gweng'.,0.360006549
Kenya National Library Service (KNLS) announces new initiatives to invest in stocking and modernizing school libraries.,Huduma ya Maktaba ya Kitaifa ya Kenya (KNLS) inatangaza mipango mipya ya kuwekeza katika kuhifadhi na kuboresha maktaba za shule.,0.784485016,Ofis mar Kenya National Library Service (KNLS) lando chenro manyien mag keto pesa e rito koda medo bero ute mag somo.,0.507459225
KICD develops new digital learning content specifically tailored for Early Childhood Development Education (ECDE).,KICD huendeleza maudhui mapya ya kujifunza digital ambayo yameboreshwa hasa kwa Elimu ya Maendeleo ya Utoto wa Mapema (ECDE).,0.674724603,KICD loso gik manyien mag puonjruok e digital ma olos ahinya ne Puonjruok e Wi Wach Timo Dongruok mar Nyithindo (ECDE).,0.406734144
Government commits to a phased provision of modern science laboratory equipment to all public secondary schools.,Serikali inajitolea kutoa vifaa vya kisasa vya maabara ya sayansi kwa shule zote za sekondari za umma.,0.727368056,Sirkal ochiwore chiwo gik manyien mag sayans ne skunde duto mag sekondar.,0.544762889
KICD announces partnerships with publishers for the development and distribution of digital textbooks for CBC.,KICD inatangaza ushirikiano na wachapishaji kwa ajili ya maendeleo na usambazaji wa vitabu vya digital kwa ajili ya CBC.,0.743353403,KICD lando riwruok mar tich gi jo moloso buge mondo olos kendo ogol buge mag digital ne CBC.,0.435518992
Ministry of ICT and KICD conduct training for teachers on effective utilization of e-learning tools and platforms.,Wizara ya Habari na Ufahamu wa Habari (ICT) na KICD huandaa mafunzo kwa walimu kuhusu matumizi bora ya zana na majukwaa ya e-learning.,0.580201575,Ministry of Information and Information (ICT) kod KICD chiwo tiegruok ne jopuonj e wi tiyo gi e-learning e yo maber.,0.598758876
Ministry of Education to strengthen career guidance and counseling services in secondary schools.,Wizara ya Elimu kuimarisha huduma za mwongozo wa kazi na ushauri katika shule za sekondari.,0.769751437,Ofis mar Puonjruok biro jiwo chenro mar somo kod chiwo paro e skunde madongo.,0.374392968
TVETA announces establishment of digital resource centers in TVET institutions to support e-learning.,TVETA yatangaza kuanzishwa kwa vituo vya rasilimali za dijiti katika taasisi za TVET kusaidia e-kujifunza.,0.731196285,TVETA lando ni ibiro chungi kuonde ma ji yudoe gik ma digital e ute mag TVET mondo okony e puonjruok.,0.335145128
The Ministry of Education announces a new initiative to equip all public secondary schools with modern science laboratories.,Wizara ya Elimu yatangaza mpango mpya wa kuwapa wanafunzi wote wa shule za sekondari vifaa vya kisasa vya sayansi.,0.617747087,"Ofis mar Puonjruok e Piny owacho, lando chenro manyien mar chiwo gik manyien mag sayans ne nyithindo duto manie skunde sekondari.",0.460336101
The government confirms continued distribution of free laptops to Grade 1 learners under the Digital Literacy Programme.,Serikali inathibitisha kuendelea kusambaza kompyuta ndogo za bure kwa wanafunzi wa darasa la 1 chini ya Mpango wa Kujifunza Kusoma na Kujifunza Digital.,0.601906617,Sirkal osenyiso ni gidhi nyime chiwo kompyuta matindo maonge chudo ne nyithindo manie klas 1 e bwo chenro mar Puonjruok somo kod puonjruok digital.,0.500060893
The Kenya National Library Service (KNLS) launches a nationwide campaign to promote reading habits among students.,Shirika la Maktaba la Kitaifa la Kenya (KNLS) linazindua kampeni ya kuimarisha tabia ya kusoma miongoni mwa wanafunzi.,0.672497159,Kenya National Library System (KNLS) chako kampen mar jiwo jopuonjre mondo obed gi timbe mabeyo mag somo.,0.560215092
The Ministry of ICT and Education collaborate to provide digital learning solutions for schools in Arid and Semi-Arid Lands.,Wizara ya ICT na Elimu inashirikiana kutoa suluhisho za kujifunza za dijiti kwa shule katika nchi kavu na semi- kavu.,0.67740517,Ministry of ICT and Education tiyo kanyachiel mondo gichiw yore mag puonjruok e yor digital ne skunde manie pinje maboyo kod maboyo.,0.449991563
KICD publishes guidelines on accessing and utilizing approved online educational resources for learners.,KICD huchapisha miongozo juu ya kupata na kutumia rasilimali za elimu ya mtandaoni zilizokubaliwa kwa wanafunzi.,0.700477893,KICD goyo chike ma tayo kaka inyalo yudo kendo tiyo gi gik ma yudore e Intanet ma nyalo konyo jopuonjre.,0.474282171
TSC offers training programs for teachers on effective digital pedagogies for modern classrooms.,TSC hutoa programu za mafunzo kwa walimu juu ya pedagogies digital ufanisi kwa darasa za kisasa.,0.72250841,TSC chiwo chenro mar tiego jopuonj e wi puonjo ji e yor digital e klas ma kindegi.,0.433222085
Government to establish more STEM resource centers in various regions to boost science education.,Serikali kuanzisha vituo zaidi vya rasilimali za STEM katika mikoa mbalimbali ili kuongeza elimu ya sayansi.,0.734061172,Sirkande biro chako loso kuonde mamoko mag somo mag STEM e gwenge mopogore opogore mondo omi ji ong'e weche sayans.,0.466997968
Commission for University Education (CUE) encourages universities to adopt Open Educational Resources (OER).,Tume ya Elimu ya Chuo Kikuu (CUE) inawatia moyo vyuo vikuu kupitisha rasilimali za elimu wazi (OER).,0.725780265,Komiti mar Puonjruok e Yunivasiti (CUE) jiwo yunivasiti mondo oti gi yore mag somo ma yudore e dhok mopogore opogore.,0.541029041
KICD develops new engaging digital content tailored for early childhood education (ECDE).,KICD huendeleza maudhui mapya ya kuvutia ya digital yaliyotengenezwa kwa ajili ya elimu ya utotoni (ECDE).,0.672852178,KICD loso gik manyien ma ji ohero ahinya ma yudore e digital ma olos ne nyithindo ma tindo (ECDE).,0.385869472
KICD ensures that accessible textbooks and learning materials are available for learners with disabilities.,KICD inahakikisha kuwa vitabu vya kusoma na vifaa vya kujifunza vinaweza kupatikana kwa wanafunzi wenye ulemavu.,0.715171603,KICD neno ni jopuonjre ma nigi midekre nyalo yudo buge koda gik mamoko ma ginyalo puonjorego.,0.544633659
National Research Fund (NRF) calls for proposals to enhance research infrastructure in universities.,Mfuko wa Kitaifa wa Utafiti (NRF) unaomba mapendekezo ya kuboresha miundombinu ya utafiti katika vyuo vikuu.,0.758477167,Riwruok mar National Research Fund (NRF) kwayo mondo otim dongruok e chenro mag timo nonro e yunivasiti.,0.624944113
KICD develops new e-learning content specifically designed for secondary school learners.,KICD huendeleza maudhui mapya ya e-learning yaliyotengenezwa hasa kwa wanafunzi wa shule ya sekondari.,0.710608486,KICD loso gik manyien mag e-learning ma olos ahinya ne nyithindo manie sekondar.,0.439089956
Ministry of ICT allocates funds for developing robust digital infrastructure to support e-learning nationwide.,Wizara ya ICT hutoa fedha za kuendeleza miundombinu yenye nguvu ya dijiti kusaidia e-kujifunza kote nchini.,0.679158975,Ministry of ICT chiwo pesa mondo otigo e loso chenro mag digital mondo okony e puonjo ji e piny mangima.,0.420561578
Government announces plan to roll out free Wi-Fi connectivity to all public universities and TVET institutions.,Serikali yatangaza mpango wa kuanzisha uhusiano wa bure wa Wi-Fi kwa vyuo vikuu vyote vya umma na taasisi za elimu ya juu ya televisheni.,0.604411092,Sirkal lando chenro mar keto Wi-Fi maonge chudo e yunivasiti duto mag sirkal kod kuonde tiegruok mag televison.,0.527419365
Government funds expansion of Early Childhood Development centers to increase access to foundational education.,Serikali inafadhili upanuzi wa vituo vya Maendeleo ya Utoto wa Mapema ili kuongeza upatikanaji wa elimu ya msingi.,0.745200825,Sirkal chiwo pesa mondo omed gero kuonde mitiegoe nyithindo motelo mondo omi ji oyud somo mapile.,0.427839932
Ministry of Education rolls out program to equip secondary schools with ICT labs and train teachers on usage.,Wizara ya Elimu inazindua mpango wa kuwapa shule za sekondari maabara ya ICT na kuwazoeza walimu kuhusu matumizi.,0.628704588,Ofis mar Puonjruok chako chenro mar chiwo ICT laboratories ne skunde madongo kendo tiego jopuonj e wi kaka ginyalo tiyo gi teknoloji.,0.516458424
KNEC develops assessment tools adapted for learners with disabilities to ensure fair evaluation.,KNEC huendeleza zana za tathmini zinazofaa kwa wanafunzi wenye ulemavu ili kuhakikisha tathmini ya haki.,0.701869656,KNEC loso gik ma konyo nyithindo ma nigi midekre mondo omi ging'e ni gik moko duto okethore e yo makare.,0.354202404
Teachers Service Commission launches mentorship program pairing experienced teachers with new recruits for skills transfer.,Tume ya Huduma ya Walimu inazindua mpango wa kuongoza wa kuunganisha walimu wenye uzoefu na waajiriwa wapya kwa ajili ya uhamisho wa ujuzi.,0.668476572,Komiti mar Tij Jopuonj chako chenro mar konyo jopuonj molony gi joma nyien e tijno mondo oland lony.,0.396303696
